,State,Abbreviation,County,avg_aqi,Pop_Estimate,Per capita personal income 2018
793,South Dakota,SD,Hughes,16.64,"17,650","52,986"
794,South Dakota,SD,Jackson,40.55,"3,307","26,835"
795,South Dakota,SD,Meade,27.61,"28,294","43,015"
796,South Dakota,SD,Minnehaha,39.67,"192,876","57,223"
797,South Dakota,SD,Pennington,34.16,"111,729","51,369"
798,South Dakota,SD,Union,42.42,"15,619","107,497"
799,Tennessee,TN,Anderson,26.69,"76,482","41,853"
800,Tennessee,TN,Blount,42.79,"131,349","42,991"
801,Tennessee,TN,Claiborne,35.38,"31,756","35,384"
802,Tennessee,TN,Davidson,45.06,"692,587","66,060"
803,Tennessee,TN,DeKalb,34.54,"20,138","40,132"
804,Tennessee,TN,Dyer,30.34,"37,320","40,642"
805,Tennessee,TN,Hamilton,43.09,"364,286","51,743"
806,Tennessee,TN,Jefferson,43.49,"54,012","35,866"
807,Tennessee,TN,Knox,43.67,"465,289","49,738"
808,Tennessee,TN,Lawrence,28.72,"43,734","35,252"
809,Tennessee,TN,Loudon,36.84,"53,054","48,491"
810,Tennessee,TN,Madison,28.38,"97,605","42,720"
811,Tennessee,TN,Maury,28.95,"94,340","42,696"
812,Tennessee,TN,McMinn,30.32,"53,285","35,897"
813,Tennessee,TN,Montgomery,32.11,"205,950","41,031"
814,Tennessee,TN,Putnam,28.76,"78,843","39,509"
815,Tennessee,TN,Roane,28.39,"53,140","40,980"
816,Tennessee,TN,Sevier,45.46,"97,892","39,474"
817,Tennessee,TN,Shelby,43.91,"935,764","49,465"
818,Tennessee,TN,Sullivan,47.37,"157,668","42,606"
819,Tennessee,TN,Sumner,38.17,"187,149","48,656"
820,Tennessee,TN,Williamson,40.34,"231,729","94,872"
821,Tennessee,TN,Wilson,40.55,"140,625","49,092"
822,Texas,TX,Bell,39.53,"355,642","42,773"
823,Texas,TX,Bexar,46.82,"1,986,049","46,058"
824,Texas,TX,Bowie,37.23,"94,324","40,010"
825,Texas,TX,Brazoria,34.64,"370,200","47,239"
826,Texas,TX,Brewster,40.93,"9,267","45,652"
827,Texas,TX,Cameron,43.39,"423,908","28,756"
828,Texas,TX,Collin,41.87,"1,005,146","65,874"
829,Texas,TX,Culberson,26.22,"2,204","54,180"
830,Texas,TX,Dallas,49.51,"2,637,772","58,993"
831,Texas,TX,Denton,43.98,"859,064","55,933"
832,Texas,TX,Ector,32.79,"162,124","47,271"
833,Texas,TX,El Paso,59.55,"840,758","35,856"
834,Texas,TX,Ellis,42.8,"179,436","44,313"
835,Texas,TX,Fayette,29.16,"25,349","53,564"
836,Texas,TX,Freestone,2.05,"19,808","37,066"
837,Texas,TX,Galveston,36.9,"337,890","51,785"
838,Texas,TX,Gregg,36.63,"123,707","45,401"
839,Texas,TX,Harris,56.12,"4,698,619","56,474"
840,Texas,TX,Harrison,38.12,"66,726","41,917"
841,Texas,TX,Hidalgo,43.9,"865,939","26,410"
842,Texas,TX,Hood,37.9,"60,537","50,741"
843,Texas,TX,Howard,19.66,"36,459","40,255"
844,Texas,TX,Hunt,35.92,"96,493","38,029"
845,Texas,TX,Hutchinson,46.23,"21,198","41,550"
846,Texas,TX,Jefferson,49.18,"255,001","44,065"
847,Texas,TX,Johnson,39.99,"171,361","41,697"
848,Texas,TX,Kaufman,39.62,"128,622","42,837"
849,Texas,TX,Kleberg,40.41,"31,129","38,997"
850,Texas,TX,Lubbock,28.14,"307,412","42,569"
851,Texas,TX,Maverick,31.3,"58,485","30,505"
852,Texas,TX,McLennan,38.29,"254,607","41,254"
853,Texas,TX,Milam,0.25,"25,131","36,135"
854,Texas,TX,Montgomery,44.22,"590,925","63,605"
855,Texas,TX,Navarro,47.99,"49,565","37,922"
856,Texas,TX,Nueces,41.27,"362,265","44,378"
857,Texas,TX,Orange,46.72,"83,572","44,938"
858,Texas,TX,Parker,38.56,"138,371","53,289"
859,Texas,TX,Polk,31.64,"50,031","39,438"
860,Texas,TX,Potter,35.55,"119,648","43,945"
861,Texas,TX,Randall,47.49,"136,271","47,966"
862,Texas,TX,Robertson,1.27,"17,284","40,394"
863,Texas,TX,Rockwall,33.75,"100,657","61,003"
864,Texas,TX,Rusk,18.34,"54,450","36,485"
865,Texas,TX,Smith,37.01,"230,221","55,229"
866,Texas,TX,Tarrant,51.62,"2,084,931","51,239"
867,Texas,TX,Titus,2.65,"33,033","34,718"
868,Texas,TX,Travis,46.24,"1,248,743","67,504"
869,Texas,TX,Victoria,29.27,"92,035","46,142"
870,Texas,TX,Webb,41.6,"275,910","31,635"
871,Utah,UT,Box Elder,52.16,"54,950","37,390"
872,Utah,UT,Cache,51.02,"127,068","38,974"
873,Utah,UT,Carbon,51.78,"20,269","38,499"
874,Utah,UT,Davis,53.29,"351,713","46,286"
875,Utah,UT,Duchesne,52.54,"19,964","36,709"
876,Utah,UT,Garfield,48.77,"5,080","36,688"
877,Utah,UT,Iron,44.33,"52,775","32,197"
878,Utah,UT,Salt Lake,65.76,"1,152,633","52,639"
879,Utah,UT,San Juan,50.48,"15,449","26,638"
880,Utah,UT,Tooele,51.05,"69,907","36,836"
881,Utah,UT,Uintah,58.39,"35,438","31,563"
882,Utah,UT,Utah,55.07,"3,161,105","46,320"
883,Utah,UT,Utah,55.07,"3,161,105","40,919"
884,Utah,UT,Utah,55.07,"622,213","46,320"
885,Utah,UT,Utah,55.07,"622,213","40,919"
886,Utah,UT,Washington,48.6,"171,700","38,847"
887,Utah,UT,Wayne,12.32,"2,690","39,096"
888,Utah,UT,Weber,56.18,"256,359","41,853"
889,Vermont,VT,Bennington,36.19,"35,631","54,458"
890,Vermont,VT,Chittenden,38.52,"164,572","60,914"
891,Vermont,VT,Rutland,38.78,"58,672","52,343"
892,Vermont,VT,Windham,12.43,"42,756","50,925"
893,Virginia,VA,Arlington,37.45,"237,521","95,198"
894,Virginia,VA,Botetourt,4.27,"33,277","50,274"
895,Virginia,VA,Caroline,36.81,"30,772","41,781"
896,Virginia,VA,Chesterfield,34.66,"348,556","53,695"
897,Virginia,VA,Fauquier,33.61,"70,675","70,787"
898,Virginia,VA,Giles,39.3,"16,844","40,117"
899,Virginia,VA,Hanover,40.63,"107,239","60,259"
900,Virginia,VA,Henrico,38.12,"329,261","66,836"
901,Virginia,VA,Loudoun,34.35,"406,850","78,070"
902,Virginia,VA,Madison,39.58,"13,295","48,822"
903,Virginia,VA,Prince Edward,32.7,"22,950","31,890"
904,Virginia,VA,Roanoke,36.3,"94,073","43,451"
905,Virginia,VA,Stafford,35.25,"149,960","55,076"
906,Virginia,VA,Wythe,39.74,"28,754","35,608"
907,Washington,WA,Adams,22.05,"19,759","42,800"
908,Washington,WA,Asotin,34.14,"22,610","47,104"
909,Washington,WA,Benton,36.47,"201,877","47,465"
910,Washington,WA,Chelan,40.96,"77,036","54,763"
911,Washington,WA,Clallam,40.45,"76,737","46,120"
912,Washington,WA,Clark,34.35,"481,857","53,423"
913,Washington,WA,Columbia,24.04,"4,059","50,073"
914,Washington,WA,Cowlitz,24.57,"108,987","44,990"
915,Washington,WA,Franklin,24.31,"94,347","37,390"
916,Washington,WA,Garfield,21.36,"2,247","44,510"
917,Washington,WA,Grant,29.34,"97,331","39,789"
918,Washington,WA,Grays Harbor,24.99,"73,901","40,429"
919,Washington,WA,Jefferson,23.98,"31,729","52,580"
920,Washington,WA,King,47.55,"2,233,163","90,438"
921,Washington,WA,Kitsap,17.53,"269,805","56,244"
922,Washington,WA,Kittitas,26.8,"47,364","42,603"
923,Washington,WA,Klickitat,27.94,"22,107","48,654"
924,Washington,WA,Lewis,27.23,"79,604","43,453"
925,Washington,WA,Mason,26.15,"65,507","42,767"
926,Washington,WA,Okanogan,49.32,"42,132","42,462"
927,Washington,WA,Pierce,47.63,"891,299","52,114"
928,Washington,WA,Skagit,31.84,"128,206","53,060"
929,Washington,WA,Snohomish,32.99,"814,901","55,888"
930,Washington,WA,Spokane,42.18,"514,631","46,466"
931,Washington,WA,Stevens,41.42,"45,260","39,505"
932,Washington,WA,Thurston,29.7,"286,419","51,684"
933,Washington,WA,Walla Walla,26.25,"60,922","46,144"
934,Washington,WA,Whatcom,44.55,"225,685","48,792"
935,Washington,WA,Whitman,24.26,"49,791","40,935"
936,Washington,WA,Yakima,45.21,"251,446","43,379"
937,West Virginia,WV,Berkeley,37.19,"117,123","41,201"
938,West Virginia,WV,Brooke,25.81,"22,203","41,740"
939,West Virginia,WV,Cabell,38.29,"93,224","42,939"
940,West Virginia,WV,Gilmer,30.15,"8,026","28,917"
941,West Virginia,WV,Greenbrier,36.95,"34,786","38,098"
942,West Virginia,WV,Hancock,32.06,"29,094","42,128"
943,West Virginia,WV,Harrison,29.42,"67,554","48,226"
944,West Virginia,WV,Kanawha,39.47,"180,454","48,435"
945,West Virginia,WV,Marion,30.76,"56,097","41,980"
946,West Virginia,WV,Marshall,27.24,"30,785","41,028"
947,West Virginia,WV,Mason,7.66,"26,718","33,318"
948,West Virginia,WV,Mineral,17.98,"26,940","38,815"
949,West Virginia,WV,Monongalia,30.78,"106,420","44,679"
950,West Virginia,WV,Ohio,40.01,"41,755","65,100"
951,West Virginia,WV,Tucker,35.38,"6,955","41,322"
952,West Virginia,WV,Wood,29.8,"84,203","42,669"
953,Wisconsin,WI,Ashland,36.17,"15,600","41,106"
954,Wisconsin,WI,Brown,37.71,"263,378","52,821"
955,Wisconsin,WI,Columbia,40.5,"57,358","51,147"
956,Wisconsin,WI,Dane,42.7,"542,364","61,304"
957,Wisconsin,WI,Dodge,43.55,"87,847","44,799"
958,Wisconsin,WI,Door,40.68,"27,610","63,178"
959,Wisconsin,WI,Eau Claire,41.49,"104,534","48,240"
960,Wisconsin,WI,Fond du Lac,40.45,"103,066","48,126"
961,Wisconsin,WI,Forest,38.13,"8,991","41,517"
962,Wisconsin,WI,Grant,33.89,"51,554","43,310"
963,Wisconsin,WI,Jefferson,41.19,"85,129","46,241"
964,Wisconsin,WI,Kenosha,45.8,"169,290","46,874"
965,Wisconsin,WI,Kewaunee,43.6,"20,383","46,197"
966,Wisconsin,WI,La Crosse,39.35,"118,230","50,107"
967,Wisconsin,WI,Manitowoc,42.93,"79,074","47,675"
968,Wisconsin,WI,Marathon,39.0,"135,428","50,111"
969,Wisconsin,WI,Milwaukee,46.47,"948,201","47,589"
970,Wisconsin,WI,Oneida,4.67,"35,470","51,715"
971,Wisconsin,WI,Outagamie,41.97,"187,365","51,230"
972,Wisconsin,WI,Ozaukee,42.04,"89,147","83,992"
973,Wisconsin,WI,Racine,46.98,"196,584","49,749"
974,Wisconsin,WI,Rock,40.91,"163,129","44,204"
975,Wisconsin,WI,Sauk,39.22,"64,249","48,365"
976,Wisconsin,WI,Sheboygan,48.17,"115,456","52,851"
977,Wisconsin,WI,Taylor,39.78,"20,412","39,051"
978,Wisconsin,WI,Vilas,33.65,"21,938","53,983"
979,Wisconsin,WI,Walworth,41.92,"103,718","50,023"
980,Wisconsin,WI,Waukesha,42.64,"403,072","72,650"
981,Wyoming,WY,Albany,51.43,"38,601","40,444"
982,Wyoming,WY,Big Horn,39.39,"11,881","36,903"
983,Wyoming,WY,Campbell,45.22,"46,140","52,824"
984,Wyoming,WY,Carbon,42.96,"14,971","58,372"
985,Wyoming,WY,Converse,42.33,"13,640","55,011"
986,Wyoming,WY,Fremont,49.96,"39,531","43,633"
987,Wyoming,WY,Johnson,40.38,"8,460","51,314"
988,Wyoming,WY,Laramie,44.33,"98,976","52,039"
989,Wyoming,WY,Lincoln,20.89,"19,434","43,049"
990,Wyoming,WY,Natrona,44.33,"79,115","69,379"
991,Wyoming,WY,Park,29.52,"29,324","54,308"
992,Wyoming,WY,Platte,17.57,"8,566","48,442"
993,Wyoming,WY,Sheridan,46.85,"30,233","58,223"
994,Wyoming,WY,Sublette,51.16,"9,813","51,361"
995,Wyoming,WY,Sweetwater,52.8,"43,051","53,145"
996,Wyoming,WY,Teton,45.86,"23,081","251,728"
997,Wyoming,WY,Uinta,45.27,"20,299","40,280"
998,Wyoming,WY,Weston,39.93,"6,967","44,737"
